재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기 3개월	당기 3분기 누적	전기 3분기 3개월	전기 3분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	entity00109693_udf_IS_202087171543412_udf_IS_202087144830401_ProfitLossAttributableToAbstract	      중단영업분기순이익(손실)	-897,838,881	100,179,412	689,637,684	2,254,500,597		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	entity00109693_udf_IS_2020813103345925_EarningsPerShareAbstract	   계속영업 보통주 분기기본 및 희석주당이익(손실)	5,047	16,986	4,136	13,332		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	   중단영업 보통주 분기기본 및 희석주당이익(손실)	230	-1,918	20	70		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	entity00109693_udf_IS_202081310357658_EarningsPerShareAbstract	   계속영업 우선주 분기기본 및 희석주당이익(손실)	5,059	17,023	4,148	13,370		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations	   중단영업 우선주 분기기본 및 희석주당이익(손실)	230	-1,918	20	70		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	29,116,946,861	85,284,909,314	25,047,890,048	77,214,887,753		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	23,572,013,270	67,019,079,987	19,734,977,177	60,050,700,271		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	5,544,933,591	18,265,829,327	5,312,912,871	17,164,187,482		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와 관리비	3,905,105,288	12,940,905,448	3,883,108,172	11,465,550,106		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	1,639,828,303	5,324,923,879	1,429,804,699	5,698,637,376		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	105,360,394	362,193,087	159,229,326	439,596,198		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	29,432,714	84,750,059	34,126,648	96,567,275		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherGains	기타이익	70,152,140	1,656,169,133	390,009,849	1,276,769,228		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherLosses	기타손실	16,339,990	-18,904,084	-13,795,664	307,174,453		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	1,769,568,133	7,277,440,124	1,958,712,890	7,011,261,074		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	428,248,932	2,781,315,945	306,782,897	1,067,973,949		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	1,341,319,201	4,496,124,179	1,651,929,993	5,943,287,125		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	1,356,345,069	4,439,326,484	1,571,025,863	5,917,878,609		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-15,025,868	56,797,695	80,904,130	25,408,516		
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[045390]	대아티아이	코스닥시장상장법인	289	기타 전기장비 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	19	62	22	83		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	1,896,270,053,210	5,845,303,449,705	2,080,855,480,804	6,342,558,852,341		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,687,356,118,376	5,229,117,611,318	1,869,408,732,611	5,676,063,404,996		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	208,913,934,834	616,185,838,387	211,446,748,193	666,495,447,345		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	105,993,979,988	311,198,429,318	92,447,006,310	347,212,199,140		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	102,919,954,846	304,987,409,069	118,999,741,883	319,283,248,205		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	entity00124540_udf_IS_2018117134820856_IncomeStatementAbstract	관계기업투자 당기손익 지분	-4,351,157,360	-7,190,878,421	-2,177,996,186	22,530,201,268		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	31,792,966,300	170,574,020,037	82,349,426,265	198,030,804,397		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	52,694,905,113	209,737,584,480	107,649,929,775	220,406,629,442		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	8,454,133,365	30,156,251,098	15,444,570,951	45,886,391,429		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융원가	24,736,480,041	80,451,702,854	33,908,318,816	100,587,812,886		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	61,384,511,997	208,337,514,449	73,057,494,322	264,736,202,971		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	5,403,176,097	38,031,471,224	25,557,219,091	85,216,700,703		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	55,981,335,900	170,306,043,225	47,500,275,231	179,519,502,268		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	56,359,768,970	170,799,559,607	47,562,362,409	186,891,085,059		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-378,433,070	-493,516,382	-62,087,178	-7,371,582,791		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당순이익	137	416	116	455		
손익계산서, 기능별 분류 - 연결재무제표	[047040]	대우건설	유가증권시장상장법인	411	건물 건설업	12	2020-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당순이익	137	415	116	454		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	1,441,422,788,383	5,365,351,813,055	1,947,514,781,407	6,170,078,852,846		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	1,349,068,724,962	4,798,960,802,725	2,144,224,746,533	5,929,466,373,228		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익(손실)	92,354,063,421	566,391,010,330	-196,709,965,126	240,612,479,618		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	58,788,433,008	180,425,761,830	59,560,893,934	102,427,794,483		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	33,565,630,413	385,965,248,500	-256,270,859,060	138,184,685,135		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	40,225,065,365	239,704,935,275	104,725,640,317	375,237,260,855		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	-37,812,205,876	361,818,051,686	333,490,137,792	802,755,167,721		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	dart_OtherGains	기타영업외수익	-62,331,759,556	93,505,622,810	183,825,956,266	365,896,462,135		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	dart_OtherLosses	기타영업외비용	76,482,929,293	89,770,955,393	-2,481,723,578	33,417,115,329		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	entity00111704_udf_IS_202061684450727_IncomeStatementAbstract	지분법이익	-1,797,958,511	-1,587,209,559	245,043,964	823,794,346		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-29,009,745,706	265,999,589,947	-298,482,632,727	43,969,919,421		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	205,138,421	1,207,340,365	-2,078,770,005	-132,068,023		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익(손실)	-29,214,884,127	264,792,249,582	-296,403,862,722	44,101,987,444		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	-29,214,884,127	264,792,249,582	-296,403,862,722	44,101,987,444		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분						
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익(손실)						
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	-329	2,303	-2,821	246		
손익계산서, 기능별 분류 - 연결재무제표	[042660]	대우조선해양	유가증권시장상장법인	311	선박 및 보트 건조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	-329	1,605	-2,821	246		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	221,751,214,210	595,357,708,906	228,132,437,705	726,915,535,145		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	196,153,146,502	545,836,616,690	206,330,060,918	658,558,898,227		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	25,598,067,708	49,521,092,216	21,802,376,787	68,356,636,918		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	16,382,317,376	48,014,857,287	17,139,919,546	52,327,266,619		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	entity00111847_udf_IS_2018514163537416_IncomeStatementAbstract	대손상각비(환입)	107,367,366	304,599,659	-4,352,421	203,618,824		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	9,108,382,966	1,201,635,270	4,666,809,662	15,825,751,475		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherGains	기타수익	2,929,624,050	12,415,533,664	4,176,179,263	13,870,588,921		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	3,010,747,354	10,011,069,093	2,959,316,191	6,832,149,046		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	303,664,971	1,044,644,700	1,054,727,587	2,899,715,155		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,562,348,895	10,446,752,393	3,005,433,750	8,317,565,764		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	entity00111847_udf_IS_2017103013915919_IncomeStatementAbstract	관계기업 및 공동기업 투자손익	100,418,855	264,598,440	668,968,758	4,879,695,372		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	7,868,994,593	-5,531,409,412	4,601,935,329	22,326,036,113		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	1,660,151,442	-291,022,580	1,495,483,592	12,672,905,903		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	6,208,843,151	-5,240,386,832	3,106,451,737	9,653,130,210		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배주주순이익	5,083,286,179	-8,291,092,927	1,363,381,848	4,957,626,757		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배주주순이익	1,125,556,972	3,050,706,095	1,743,069,889	4,695,503,453		
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	지배기업의 소유주지분에 대한 주당이익						
손익계산서, 기능별 분류 - 연결재무제표	[000430]	대원강업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본(희석)주당순이익	82	-134	22	80		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	매출액	157,579,001,854	419,423,388,566	152,145,003,073	490,707,663,418		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_CostOfSales	매출원가	150,667,849,041	400,269,290,422	139,573,715,658	458,037,859,209		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	6,911,152,813	19,154,098,144	12,571,287,415	32,669,804,209		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	5,237,260,649	15,440,567,836	4,508,142,127	13,498,164,182		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	1,673,892,164	3,713,530,308	8,063,145,288	19,171,640,027		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherGains	기타이익	1,301,422,115	7,474,527,979	1,675,738,686	15,203,281,322		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	dart_OtherLosses	기타비용	9,999,696,084	17,878,808,269	-160,115,940	942,447,671		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	588,664,189	2,970,646,218	1,201,195,383	4,058,193,093		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	59,417,440	183,559,980	236,387,720	700,605,076		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	entity00111874_udf_IS_201832615234731_IncomeStatementAbstract	지분법 손익	166,337,279	-349,610,802	108,209,240	1,211,780,211		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	-6,328,797,777	-4,253,274,546	10,972,016,817	38,001,841,906		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	-1,175,842,123	-782,594,896	1,935,009,848	7,261,118,526		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	-5,152,955,654	-3,470,679,650	9,037,006,969	30,740,723,380		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	-5,152,955,654	-3,470,679,650	8,603,479,204	29,993,978,810		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	0	0	433,527,765	746,744,570		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	-257	-173	429	1,497		
손익계산서, 기능별 분류 - 연결재무제표	[005710]	대원산업	코스닥시장상장법인	303	자동차 신품 부품 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	-257	-173	429	1,497		
손익계산서, 기능별 분류 - 연결재무제표	[005160]	동국산업	코스닥시장상장법인	241	1차 철강 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_Revenue	수익(매출액)	134,124,110,567	418,515,634,406	167,140,462,893	514,858,532,536		
손익계산서, 기능별 분류 - 연결재무제표	[005160]	동국산업	코스닥시장상장법인	241	1차 철강 제조업	12	2020-09-30	3분기보고서	KRW	ifrs-full_RevenueFromSaleOfGoods	   재화의 판매로 인한 수익(매출액)	119,109,842,441	377,578,533,803	157,636,188,561	479,124,850,836		
손익계산서, 기능별 분류 - 연결재무제표	[005160]	동국산업	코스닥시장상장법인	241	1차 철강 제조업	12	2020-09-30	3분기보고서	KRW	dart_RevenueFromConstruction	   공사수익	10,493,416,159	29,821,100,753	4,806,387,054	21,393,169,220		
손익계산서, 기능별 분류 - 연결재무제표	[005160]	동국산업	코스닥시장상장법인	241	1차 철강 제조업	12	2020-09-30	3분기보고서	KRW	dart_RevenueFromRenderingOfServicesProcession	   임가공매출	80,753,896	238,372,416	69,973,600	201,192,701		
